refshort,reference,country,climate,continent,sphere_fragment,sphere_matrix,biome,taxa,time_since_fragmentation,matrix_category,latitudeN,longitudeE,sampling_design,sampling_method,method_category,sampling_device_size,device_size_unit,intensity,intensity_unit,block_type,number_of_blocks_per_site,sampling_density,density_unit,sampling_duration,duration_unit,sampling_effort,sampling_effort_unit,sampling_note
Cosson_1999,"Cosson, J.F. et al., 1999. Ecological changes in recent land-bridge islands in French Guiana, with emphasis on vertebrate communities. Biological Conservation, 91(2-3), pp.213-222.",French Guiana,Tropical,South America,terrestrial,aquatic,forest,Mammalia,Recent (less than 20 years),harsh filter,4.85,-53.066667,standardized_fragment,net,mist nets,38,mm mesh,2 to 4,nets per transect,transect,2 to 7,1,survey per year,NA,4,1,balanced,Data taken from Table 2 of study.  Abundances standardized by 1000 m net night.
Dami_2012,"Dami, F.D., Mwansat, G.S., & Manu, S.A., 2013. The effects of forest fragmentation on species richness on the Obudu Plateau, south-eastern Nigeria. African Journal of Ecology, 51(1), pp.32-36.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,6.5,9.25,pooled,bird survey,point,NA,NA,4,minutes listening after 3 minutes settling time,NA,NA,5 to 35,points per fragment,NA,NA,5,number of point counts per site,"Point counts between 06:00 and 11:00 h within each forest patch.  After a 3-min settling down period, all birds were recorded for 4 min."
Dami_2012,"Dami, F.D., Mwansat, G.S., & Manu, S.A., 2013. The effects of forest fragmentation on species richness on the Obudu Plateau, south-eastern Nigeria. African Journal of Ecology, 51(1), pp.32-36.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,6.5,9.25,pooled,bird survey,point,NA,NA,4,minutes listening after 3 minutes settling time,NA,NA,5 to 35,points per fragment,NA,NA,4,number of point counts per site,"Point counts between 06:00 and 11:00 h within each forest patch.  After a 3-min settling down period, all birds were recorded for 4 min."
Dami_2012,"Dami, F.D., Mwansat, G.S., & Manu, S.A., 2013. The effects of forest fragmentation on species richness on the Obudu Plateau, south-eastern Nigeria. African Journal of Ecology, 51(1), pp.32-36.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,6.5,9.25,pooled,bird survey,point,NA,NA,4,minutes listening after 3 minutes settling time,NA,NA,5 to 35,points per fragment,NA,NA,6,number of point counts per site,"Point counts between 06:00 and 11:00 h within each forest patch.  After a 3-min settling down period, all birds were recorded for 4 min."
Dami_2012,"Dami, F.D., Mwansat, G.S., & Manu, S.A., 2013. The effects of forest fragmentation on species richness on the Obudu Plateau, south-eastern Nigeria. African Journal of Ecology, 51(1), pp.32-36.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,6.5,9.25,pooled,bird survey,point,NA,NA,4,minutes listening after 3 minutes settling time,NA,NA,5 to 35,points per fragment,NA,NA,16,number of point counts per site,"Point counts between 06:00 and 11:00 h within each forest patch.  After a 3-min settling down period, all birds were recorded for 4 min."
Dami_2012,"Dami, F.D., Mwansat, G.S., & Manu, S.A., 2013. The effects of forest fragmentation on species richness on the Obudu Plateau, south-eastern Nigeria. African Journal of Ecology, 51(1), pp.32-36.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,6.5,9.25,pooled,bird survey,point,NA,NA,4,minutes listening after 3 minutes settling time,NA,NA,5 to 35,points per fragment,NA,NA,14,number of point counts per site,"Point counts between 06:00 and 11:00 h within each forest patch.  After a 3-min settling down period, all birds were recorded for 4 min."
Dami_2012,"Dami, F.D., Mwansat, G.S., & Manu, S.A., 2013. The effects of forest fragmentation on species richness on the Obudu Plateau, south-eastern Nigeria. African Journal of Ecology, 51(1), pp.32-36.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,6.5,9.25,pooled,bird survey,point,NA,NA,4,minutes listening after 3 minutes settling time,NA,NA,5 to 35,points per fragment,NA,NA,15,number of point counts per site,"Point counts between 06:00 and 11:00 h within each forest patch.  After a 3-min settling down period, all birds were recorded for 4 min."
Dami_2012,"Dami, F.D., Mwansat, G.S., & Manu, S.A., 2013. The effects of forest fragmentation on species richness on the Obudu Plateau, south-eastern Nigeria. African Journal of Ecology, 51(1), pp.32-36.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,6.5,9.25,pooled,bird survey,point,NA,NA,4,minutes listening after 3 minutes settling time,NA,NA,5 to 35,points per fragment,NA,NA,12,number of point counts per site,"Point counts between 06:00 and 11:00 h within each forest patch.  After a 3-min settling down period, all birds were recorded for 4 min."
Dami_2012,"Dami, F.D., Mwansat, G.S., & Manu, S.A., 2013. The effects of forest fragmentation on species richness on the Obudu Plateau, south-eastern Nigeria. African Journal of Ecology, 51(1), pp.32-36.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,6.5,9.25,pooled,bird survey,point,NA,NA,4,minutes listening after 3 minutes settling time,NA,NA,5 to 35,points per fragment,NA,NA,30,number of point counts per site,"Point counts between 06:00 and 11:00 h within each forest patch.  After a 3-min settling down period, all birds were recorded for 4 min."
Dami_2012,"Dami, F.D., Mwansat, G.S., & Manu, S.A., 2013. The effects of forest fragmentation on species richness on the Obudu Plateau, south-eastern Nigeria. African Journal of Ecology, 51(1), pp.32-36.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,6.5,9.25,pooled,bird survey,point,NA,NA,4,minutes listening after 3 minutes settling time,NA,NA,5 to 35,points per fragment,NA,NA,34,number of point counts per site,"Point counts between 06:00 and 11:00 h within each forest patch.  After a 3-min settling down period, all birds were recorded for 4 min."
Dami_2012,"Dami, F.D., Mwansat, G.S., & Manu, S.A., 2013. The effects of forest fragmentation on species richness on the Obudu Plateau, south-eastern Nigeria. African Journal of Ecology, 51(1), pp.32-36.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,6.5,9.25,pooled,bird survey,point,NA,NA,4,minutes listening after 3 minutes settling time,NA,NA,5 to 35,points per fragment,NA,NA,24,number of point counts per site,"Point counts between 06:00 and 11:00 h within each forest patch.  After a 3-min settling down period, all birds were recorded for 4 min."
Dami_2012,"Dami, F.D., Mwansat, G.S., & Manu, S.A., 2013. The effects of forest fragmentation on species richness on the Obudu Plateau, south-eastern Nigeria. African Journal of Ecology, 51(1), pp.32-36.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,6.5,9.25,pooled,bird survey,point,NA,NA,4,minutes listening after 3 minutes settling time,NA,NA,5 to 35,points per fragment,NA,NA,9,number of point counts per site,"Point counts between 06:00 and 11:00 h within each forest patch.  After a 3-min settling down period, all birds were recorded for 4 min."
Dami_2012,"Dami, F.D., Mwansat, G.S., & Manu, S.A., 2013. The effects of forest fragmentation on species richness on the Obudu Plateau, south-eastern Nigeria. African Journal of Ecology, 51(1), pp.32-36.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,6.5,9.25,pooled,bird survey,point,NA,NA,4,minutes listening after 3 minutes settling time,NA,NA,5 to 35,points per fragment,NA,NA,18,number of point counts per site,"Point counts between 06:00 and 11:00 h within each forest patch.  After a 3-min settling down period, all birds were recorded for 4 min."
Dami_2012,"Dami, F.D., Mwansat, G.S., & Manu, S.A., 2013. The effects of forest fragmentation on species richness on the Obudu Plateau, south-eastern Nigeria. African Journal of Ecology, 51(1), pp.32-36.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,6.5,9.25,pooled,bird survey,point,NA,NA,4,minutes listening after 3 minutes settling time,NA,NA,5 to 35,points per fragment,NA,NA,25,number of point counts per site,"Point counts between 06:00 and 11:00 h within each forest patch.  After a 3-min settling down period, all birds were recorded for 4 min."
Dami_2012,"Dami, F.D., Mwansat, G.S., & Manu, S.A., 2013. The effects of forest fragmentation on species richness on the Obudu Plateau, south-eastern Nigeria. African Journal of Ecology, 51(1), pp.32-36.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,6.5,9.25,pooled,bird survey,point,NA,NA,4,minutes listening after 3 minutes settling time,NA,NA,5 to 35,points per fragment,NA,NA,17,number of point counts per site,"Point counts between 06:00 and 11:00 h within each forest patch.  After a 3-min settling down period, all birds were recorded for 4 min."
Dami_2012,"Dami, F.D., Mwansat, G.S., & Manu, S.A., 2013. The effects of forest fragmentation on species richness on the Obudu Plateau, south-eastern Nigeria. African Journal of Ecology, 51(1), pp.32-36.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,6.5,9.25,pooled,bird survey,point,NA,NA,4,minutes listening after 3 minutes settling time,NA,NA,5 to 35,points per fragment,NA,NA,23,number of point counts per site,"Point counts between 06:00 and 11:00 h within each forest patch.  After a 3-min settling down period, all birds were recorded for 4 min."
Dami_2012,"Dami, F.D., Mwansat, G.S., & Manu, S.A., 2013. The effects of forest fragmentation on species richness on the Obudu Plateau, south-eastern Nigeria. African Journal of Ecology, 51(1), pp.32-36.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,6.5,9.25,pooled,bird survey,point,NA,NA,4,minutes listening after 3 minutes settling time,NA,NA,5 to 35,points per fragment,NA,NA,8,number of point counts per site,"Point counts between 06:00 and 11:00 h within each forest patch.  After a 3-min settling down period, all birds were recorded for 4 min."
Dami_2012,"Dami, F.D., Mwansat, G.S., & Manu, S.A., 2013. The effects of forest fragmentation on species richness on the Obudu Plateau, south-eastern Nigeria. African Journal of Ecology, 51(1), pp.32-36.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,6.5,9.25,pooled,bird survey,point,NA,NA,4,minutes listening after 3 minutes settling time,NA,NA,5 to 35,points per fragment,NA,NA,13,number of point counts per site,"Point counts between 06:00 and 11:00 h within each forest patch.  After a 3-min settling down period, all birds were recorded for 4 min."
Dami_2012,"Dami, F.D., Mwansat, G.S., & Manu, S.A., 2013. The effects of forest fragmentation on species richness on the Obudu Plateau, south-eastern Nigeria. African Journal of Ecology, 51(1), pp.32-36.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,6.5,9.25,pooled,bird survey,point,NA,NA,4,minutes listening after 3 minutes settling time,NA,NA,5 to 35,points per fragment,NA,NA,7,number of point counts per site,"Point counts between 06:00 and 11:00 h within each forest patch.  After a 3-min settling down period, all birds were recorded for 4 min."
Dami_2012,"Dami, F.D., Mwansat, G.S., & Manu, S.A., 2013. The effects of forest fragmentation on species richness on the Obudu Plateau, south-eastern Nigeria. African Journal of Ecology, 51(1), pp.32-36.",Nigeria,Tropical,Africa,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,6.5,9.25,pooled,bird survey,point,NA,NA,4,minutes listening after 3 minutes settling time,NA,NA,5 to 35,points per fragment,NA,NA,3,number of point counts per site,"Point counts between 06:00 and 11:00 h within each forest patch.  After a 3-min settling down period, all birds were recorded for 4 min."
Dauber_2006,"Dauber, J., Bengtsson, J.A.N., & Lenoir, L., 2006. Evaluating Effects of Habitat Loss and Land-Use Continuity on Ant Species Richness in Seminatural Grassland Remnants. Conservation Biology, 20(4), pp.1150-1160.",Sweden,Temperate,Europe,terrestrial,terrestrial,grassland,Insecta,Intermediate (20-100 years),light filter,59.383333,17.133333,pooled,trap,pitfall traps,NA,NA,NA,NA,transect,changes depending on fragment size,7,traps per transect,NA,NA,7,number of pitfall traps per transect,"Large sites divided into 6 sample plots per site, medium into 4 sample plots, small sites had one site.  Each site had 7 pitfall traps along a transect (but sometimes one was lost)."
Dauber_2006,"Dauber, J., Bengtsson, J.A.N., & Lenoir, L., 2006. Evaluating Effects of Habitat Loss and Land-Use Continuity on Ant Species Richness in Seminatural Grassland Remnants. Conservation Biology, 20(4), pp.1150-1160.",Sweden,Temperate,Europe,terrestrial,terrestrial,grassland,Insecta,Intermediate (20-100 years),light filter,59.383333,17.133333,pooled,trap,pitfall traps,NA,NA,NA,NA,transect,changes depending on fragment size,7,traps per transect,NA,NA,6,number of pitfall traps per transect,"Large sites divided into 6 sample plots per site, medium into 4 sample plots, small sites had one site.  Each site had 7 pitfall traps along a transect (but sometimes one was lost)."
Davies_2003,"Davies, R.G. et al., 2003. Environmental and spatial influences upon species composition of a termite assemblage across neotropical forest islands. Journal of Tropical Ecology, 19(5), pp.509-524.",French Guiana,Tropical,South America,terrestrial,aquatic,forest,Insecta,Recent (less than 20 years),harsh filter,4.983333,-53.133333,standardized_subsamples,visual search,transect,NA,NA,20,hours per 100 m long 2 m wide transect,transect,1,NA,NA,NA,NA,1,balanced,20 hours of visual sampling per site (within sections along 100 * 2 m transects).
